_id,id,name
61805d165e5c66cf47b9dc49,60098ad7c2240c0fe85c570a,AFAK personal tactical first aid kit
61805d185e5c66cf47b9dc4a,5cc9bcaed7f00c011c04e179,AR-15 Hera Arms CQR pistol grip-stock
61805d1a5e5c66cf47b9dc4b,5a13f24186f77410e57c5626,Health Resort east wing room 313 key
61805d1c5e5c66cf47b9dc4c,5926e16e86f7742f5a0f7ecb,MP5 3-lug thread protector
61805d1f5e5c66cf47b9dc4d,5827272a24597748c74bdeea,SOK-12 Leapers UTG PRO MTU002 Short Top aluminum handguard
61805d215e5c66cf47b9dc4e,5bbdb870d4351e00367fb67d,Mosin ATI Monte Carlo stock
61805d235e5c66cf47b9dc4f,5926d40686f7740f152b6b7e,HK A3 old stock model
61805d265e5c66cf47b9dc50,5e01e9e273d8eb11426f5bc3,SVDS Rotor 43 thread adapter
61805d285e5c66cf47b9dc51,5df8a4d786f77412672a1e3b,6Sh118 raid backpack
61805d2a5e5c66cf47b9dc52,58889c7324597754281f9439,DVL-10 muzzle device
61805d2c5e5c66cf47b9dc53,5abcd472d8ce8700166032ae,AKMSN shoulder piece
61805d2f5e5c66cf47b9dc54,5d5e9c74a4b9364855191c40,MSA ACH TC-2002 MICH Series helmet
61805d315e5c66cf47b9dc55,5b057b4f5acfc4771e1bd3e9,Stark SE-5 Express Forward grip
61805d335e5c66cf47b9dc56,5d1c819a86f774771b0acd6c,Weapon parts
61805d365e5c66cf47b9dc57,5e569a132642e66b0b68015c,SVD CAA DRG L-1 mount rail
61805d385e5c66cf47b9dc58,56d59d3ad2720bdb418b4577,9x19mm Pst gzh
61805d3a5e5c66cf47b9dc59,5af0484c86f7740f02001f7f,Majaica Coffee
61805d3d5e5c66cf47b9dc5a,5648b62b4bdc2d9d488b4585,GP-34 underbarrel grenade launcher
61805d3f5e5c66cf47b9dc5b,5d2f0d8048f0356c925bc3b0,HK MP5K 9x19 submachine gun
61805d415e5c66cf47b9dc5c,5ed515ece452db0eb56fc028,P22 injector
61805d445e5c66cf47b9dc5d,5e81edc13397a21db957f6a1,M1911A1 .45 ACP pistol slide
61805d465e5c66cf47b9dc5e,5ac66d015acfc400180ae6e4,AK-102 5.56x45 assault rifle
61805d485e5c66cf47b9dc5f,59e3647686f774176a362507,Wooden clock
61805d4a5e5c66cf47b9dc60,59e35de086f7741778269d84,Electric drill
61805d4d5e5c66cf47b9dc61,5aa7e3abe5b5b000171d064d,ZSh-1-2M face shield
61805d4f5e5c66cf47b9dc62,5e81ee213397a21db957f6a6,M1911A1 front sight
61805d515e5c66cf47b9dc63,5e4bfc1586f774264f7582d3,MSA Gallet TC 800 High Cut combat helmet
61805d545e5c66cf47b9dc64,6034d103ca006d2dca39b3f0,Hazard 4 Takedown sling backpack
61805d565e5c66cf47b9dc65,5b1fd4e35acfc40018633c39,AK 7.62x39 aluminium 10-round magazine
61805d585e5c66cf47b9dc66,5c48a14f2e2216152006edd7,MDR handguard
61805d5b5e5c66cf47b9dc67,5a7ad0c451dfba0013379712,Glock 9x19 Carver Custom 4 Port muzzle brake
61805d5d5e5c66cf47b9dc68,5c0fafb6d174af02a96260ba,ADAR 2-15.56x45 flash hider
61805d5f5e5c66cf47b9dc69,590a3b0486f7743954552bdb,Printed circuit board
61805d615e5c66cf47b9dc6a,undefined,"NSV ""Utyos"" 12.7x108 heavy machine gun"
61805d645e5c66cf47b9dc6b,587e08ee245977446b4410cf,OP-SKS dovetail mount
61805d665e5c66cf47b9dc6c,5bb20dadd4351e00367faeff,HK 416A5 5.56x45 20 inch barrel
61805d685e5c66cf47b9dc6d,5c5db6552e2216001026119d,MPX 9x19 20-round magazine
61805d6b5e5c66cf47b9dc6e,5ba26acdd4351e003562908e,MP7A1 4.6x30 flash hider
61805d6d5e5c66cf47b9dc6f,5f2aa4559b44de6b1b4e68d1,RFB 7.62x51 flash hider
61805d6f5e5c66cf47b9dc70,5bc9c1e2d4351e00367fbcf0,Antique axe
61805d725e5c66cf47b9dc71,5aa2ba71e5b5b000137b758f,MSA Sordin Supreme PRO-X/L active headset
61805d745e5c66cf47b9dc72,54491bb74bdc2d09088b4567,ER FULCRUM BAYONET
61805d765e5c66cf47b9dc73,5c0e51be86f774598e797894,6B13 M assault armor
61805d785e5c66cf47b9dc74,5c1e2a1e86f77431ea0ea84c,TerraGroup Labs Manager office room key
61805d7b5e5c66cf47b9dc75,5c6d46132e221601da357d56,5.56x45 TROY BattleMag STANAG 30-round magazine
61805d7d5e5c66cf47b9dc76,5e2af51086f7746d3f3c3402,UZRGM grenade fuze
61805d7f5e5c66cf47b9dc77,5cc700d4e4a949000f0f0f28,FN P90 Damage Industries buttpad
61805d825e5c66cf47b9dc78,5c7e5f112e221600106f4ede,AAC Blackout 51T 5.56x45 flash hider
61805d845e5c66cf47b9dc79,5a6b5b8a8dc32e001207faf3,Glock 9x19 Lone Wolf threaded barrel
61805d865e5c66cf47b9dc7a,5cf79599d7f00c10875d9212,Mosin Tiger Rock thread adapter
61805d885e5c66cf47b9dc7b,5b4329075acfc400153b78ff,Pompon hat
61805d8b5e5c66cf47b9dc7c,571a282c2459771fb2755a69,TT side grips
61805d8d5e5c66cf47b9dc7d,5b7bef5d5acfc43bca7067a3,SA-58/FAL 7.62x51 X-FAL 50-round drum magazine
61805d8f5e5c66cf47b9dc7e,5b7d63cf5acfc4001876c8df,SA-58 folding stock
61805d925e5c66cf47b9dc7f,5e32f56fcb6d5863cc5e5ee4,VOG-17 Khattabka grenade
61805d945e5c66cf47b9dc80,undefined,Toolbox
61805d965e5c66cf47b9dc81,5bfeb32b0db834001a6694d9,Remington M700 Hogue Overmolded Ghillie stock
61805d995e5c66cf47b9dc82,5c1d0efb86f7744baf2e7b7b,TerraGroup Labs keycard
61805d9b5e5c66cf47b9dc83,5c0558060db834001b735271,GPNVG-18 Night Vision goggles
61805d9d5e5c66cf47b9dc84,5d44069ca4b9361ebd26fc37,Magpul PRS GEN3 stock
61805da05e5c66cf47b9dc85,5e81c6a2ac2bb513793cdc7f,M1911A1 trigger
61805da25e5c66cf47b9dc86,5e4ac41886f77406a511c9a8,Ars Arma CPC MOD.2 plate carrier
61805da45e5c66cf47b9dc87,5ba2657ed4351e0035628ff2,MP7 4.6x30 30-round magazine
61805da65e5c66cf47b9dc88,5b44cad286f77402a54ae7e5,5.11 Tactical TacTec plate carrier
61805da95e5c66cf47b9dc89,5fbb976df9986c4cff3fe5f2,KRISS Vector bottom rail
61805dab5e5c66cf47b9dc8a,5cc700b9e4a949000f0f0f25,FN P90 stock
61805dad5e5c66cf47b9dc8b,58272d7f2459774f6311ddfd,GK-02 12ga muzzle brake
61805db05e5c66cf47b9dc8c,5c5db5852e2216003a0fe71a,MPX 9x19 4.5 inch barrel
61805db25e5c66cf47b9dc8d,55d448594bdc2d8c2f8b4569,MP-133 12ga 610mm barrel with rib
61805db45e5c66cf47b9dc8e,6034e3e20ddce744014cb878,AR-15 STM 12 inch M-LOK handguard
61805db65e5c66cf47b9dc8f,5d02797c86f774203f38e30a,Surv12 field surgical kit
61805db95e5c66cf47b9dc90,5d135e83d7ad1a21b83f42d8,Magpul MOE Carbine stock
61805dbb5e5c66cf47b9dc91,5a7afa25e899ef00135e31b0,Glock Polymer80 PS9 pistol slide
61805dbe5e5c66cf47b9dc92,5735fdcd2459776445391d61,7.62x25mm TT AKBS
61805dc05e5c66cf47b9dc93,5447a9cd4bdc2dbd208b4567,Colt M4A1 5.56x45 assault rifle
61805dc25e5c66cf47b9dc94,5bffe7930db834001b734a39,BEAR Rash Guard
61805dc45e5c66cf47b9dc95,5a789261c5856700186c65d3,M870 Mesa Tactical magazine clamp
61805dc75e5c66cf47b9dc96,5926d3c686f77410de68ebc8,MP5 A2 stock
61805dc95e5c66cf47b9dc97,5839a7742459773cf9693481,Izhmash AKS-74UB Dust cover
61805dcb5e5c66cf47b9dc98,5751435d24597720a27126d1,Max Energy energy drink
61805dce5e5c66cf47b9dc99,undefined,Drawer
61805dd05e5c66cf47b9dc9a,5648ac824bdc2ded0b8b457d,AK Zenit RP-1 charging handle
61805dd25e5c66cf47b9dc9b,59e0d99486f7744a32234762,7.62x39mm BP gzh
61805dd55e5c66cf47b9dc9c,5a0f068686f7745b0d4ea242,Shoreline cottage safe key
61805dd75e5c66cf47b9dc9d,573601b42459776410737435,7.62x25mm TT LRN
61805dd95e5c66cf47b9dc9e,5aafa1c2e5b5b00015042a56,Socom 16 7.62x51 muzzle brake & compensator for M1A
61805ddc5e5c66cf47b9dc9f,5c503b1c2e221602b21d6e9d,VPO-101 Vepr Hunter rear sight
61805dde5e5c66cf47b9dca0,5a71e4f48dc32e001207fb26,Glock ZEV Tech Hex Spartan pistol slide
61805de05e5c66cf47b9dca1,5d95d6be86f77424444eb3a7,RB-PSV2 key
61805de35e5c66cf47b9dca2,5ac66bea5acfc43b321d4aec,AK 7.62x39 30-round magazine
61805de55e5c66cf47b9dca3,587de4282459771bca0ec90b,P226 9x19 threaded barrel
61805de75e5c66cf47b9dca4,57ffb0062459777a045af529,AKS-74U Zenit B-18 Mount
61805de95e5c66cf47b9dca5,5c471cb32e221602b177afaa,SVDS 7.62x54R 22 inch barrel
61805dec5e5c66cf47b9dca6,5b800e9286f7747a8b04f3ff,AK Hexagon handguard
61805dee5e5c66cf47b9dca7,5d2f261548f03576f500e7b7,MP5K 9x19 upper receiver
61805df05e5c66cf47b9dca8,603372b4da11d6478d5a07ff,STM-9 9x19 10.5 inch barrel
61805df35e5c66cf47b9dca9,5e023e88277cce2b522ff2b1,7.62x51mm Ultra Nosler
61805df55e5c66cf47b9dcaa,59fafd4b86f7745ca07e1232,RB-RS key
61805df75e5c66cf47b9dcab,5e9db13186f7742f845ee9d3,LBT-1961A Load Bearing chest rig
61805dfa5e5c66cf47b9dcac,5a0ee34586f774023b6ee092,Health Resort west wing room 303 key
61805dfc5e5c66cf47b9dcad,57e26fc7245977162a14b800,Bars A-2607 - 95x18 knife
61805dfe5e5c66cf47b9dcae,606dae0ab0e443224b421bb7,MP-155 12ga semi-automatic shotgun
61805e015e5c66cf47b9dcaf,55d485804bdc2d8c2f8b456b,MP-133 12ga 8-shell magazine
61805e035e5c66cf47b9dcb0,5fbcc437d724d907e2077d5c,MCX thin lightweight stock
61805e055e5c66cf47b9dcb1,5a7037338dc32e000d46d257,Glock 9x19 CARVER Custom Decelerator 3 Port compensator
61805e085e5c66cf47b9dcb2,59d6272486f77466146386ff,"PMAG 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity"
61805e0a5e5c66cf47b9dcb3,60228924961b8d75ee233c32,PL-15 pistol slide
61805e0c5e5c66cf47b9dcb4,5d0375ff86f774186372f685,Military cable
61805e0f5e5c66cf47b9dcb5,59136a4486f774447a1ed172,Dorm guard desk key
61805e115e5c66cf47b9dcb6,55d481904bdc2d8c2f8b456a,45-round 6L26 5.45x39 magazine for AK-74 and compatibles
61805e135e5c66cf47b9dcb7,5a01c29586f77474660c694c,AK 7.62x39 6L10 30-round magazine
61805e165e5c66cf47b9dcb8,5c0505e00db834001b735073,Valday PK-120 (1P87) holographic sight
61805e185e5c66cf47b9dcb9,560838c94bdc2d77798b4569,Remington Tactical Choke 12ga
61805e1a5e5c66cf47b9dcba,59e770f986f7742cbe3164ef,Army cap
61805e1c5e5c66cf47b9dcbb,5fc0fa957283c4046c58147e,MCX flip-up rear sight
61805e1f5e5c66cf47b9dcbc,5cadd954ae921500103bb3c2,M9A3 Sight Mount rear sight rail
61805e215e5c66cf47b9dcbd,5a9e81fba2750c00164f6b11,9x39 SR3M.130 30-round magazine
61805e235e5c66cf47b9dcbe,5cf50fc5d7f00c056c53f83c,AK-74M CAA AKTS AK74 buffer tube
61805e265e5c66cf47b9dcbf,5608373c4bdc2dc8488b4570,710mm barrel for MR-133 12ga shotgun with rib
61805e285e5c66cf47b9dcc0,5cadc431ae921500113bb8d5,M9A3 polymer pistol grip
61805e2a5e5c66cf47b9dcc1,578395402459774a256959b5,VSS Vintorez dust cover
61805e2d5e5c66cf47b9dcc2,5798a2832459774b53341029,Customs
61805e2f5e5c66cf47b9dcc3,56dff216d2720bbd668b4568,5.45x39mm BP gs
61805e315e5c66cf47b9dcc4,58949fac86f77409483e16aa,MPX single latch charging handle
61805e335e5c66cf47b9dcc5,59e61eb386f77440d64f5daf,VPO-136 Vepr KM 7.62x39 muzzle brake & compensator
61805e365e5c66cf47b9dcc6,5ea02bb600685063ec28bfa1,PPSh-41 7.62x25 10.6 inch barrel
61805e385e5c66cf47b9dcc7,5998517986f7746017232f7e,PP-19-01 Vityaz-SN pistol grip
61805e3a5e5c66cf47b9dcc8,5df8ce05b11454561e39243b,"Knight's Armament Company SR-25 7.62x51 marksman rifle"
61805e3d5e5c66cf47b9dcc9,5c1267ee86f77416ec610f72,Chain with Prokill medallion
61805e3f5e5c66cf47b9dcca,5a8036fb86f77407252ddc02,Shoreline
61805e415e5c66cf47b9dccb,5b7bef1e5acfc43d82528402,SA-58/FAL 7.62x51 10-round magazine
61805e435e5c66cf47b9dccc,5a0abb6e1526d8000a025282,AK 7.62x39 Taktika Tula muzzle adapter
61805e465e5c66cf47b9dccd,5bfebc320db8340019668d79,Remington M700 7.62x51 26 inch barrel
61805e485e5c66cf47b9dcce,5894a13e86f7742405482982,MPX collapsing/telescoping stock
61805e4a5e5c66cf47b9dccf,5c78f2792e221600106f4683,Magpul MOE SL carbine length M-LOK foregrip for AR15
61805e4d5e5c66cf47b9dcd0,590c2e1186f77425357b6124,Toolset
61805e4f5e5c66cf47b9dcd1,5bb2475ed4351e00853264e3,HK 416A5 5.56x45 assault rifle
61805e515e5c66cf47b9dcd2,59e35ef086f7741777737012,Pack of screws
61805e545e5c66cf47b9dcd3,5f3e76d86cda304dcc634054,M45A1 hammer
61805e565e5c66cf47b9dcd4,5d03794386f77420415576f5,6-STEN-140-M military battery
61805e585e5c66cf47b9dcd5,60a7ad3a0c5cb24b0134664a,"Tagilla's welding mask ""Gorilla"""
61805e5a5e5c66cf47b9dcd6,5cdeac22d7f00c000f26168f,Remington M700 Magpul Pro 700 folding stock
61805e5d5e5c66cf47b9dcd7,54527a984bdc2d4e668b4567,5.56x45mm M855
61805e5f5e5c66cf47b9dcd8,5fc275cf85fd526b824a571a,.338 Lapua Magnum FMJ
61805e615e5c66cf47b9dcd9,60229948cacb6b0506369e27,PL-15 rear sight
61805e645e5c66cf47b9dcda,603372d154072b51b239f9e1,STM-9 9x19 12 inch barrel
61805e665e5c66cf47b9dcdb,5894a51286f77426d13baf02,MPX pistol grip
61805e685e5c66cf47b9dcdc,558022b54bdc2dac148b458d,EOTech XPS3-0 holographic sight
61805e6a5e5c66cf47b9dcdd,5b3f7c005acfc4704b4a1de8,PU 3.5x ring mount
61805e6d5e5c66cf47b9dcde,5894a42086f77426d2590762,MPX GEN1 handguard
61805e6f5e5c66cf47b9dcdf,55d480c04bdc2d1d4e8b456a,30-round 6L23 5.45x39 magazine for AK-74 and compatibles
61805e715e5c66cf47b9dce0,57d14d2524597714373db789,PP-91 Kedr 9x18PM submachine gun
61805e745e5c66cf47b9dce1,5a0ee34586f774023b6ee092,Health Resort west wing room 203 key
61805e765e5c66cf47b9dce2,5a0eb980fcdbcb001a3b00a6,AKM rear sight
61805e785e5c66cf47b9dce3,5df35e59c41b2312ea3334d5,Orsis T-5000M aluminium body
61805e7b5e5c66cf47b9dce4,5ab8e4ed86f7742d8e50c7fa,MF-UNTAR body armor
61805e7d5e5c66cf47b9dce5,5a16b9fffcdbcb0176308b34,Ops-Core FAST RAC Headset
61805e7f5e5c66cf47b9dce6,5fbcc640016cce60e8341acc,MCX charging handle
61805e815e5c66cf47b9dce7,5fc382b6d6fa9c00c571bbc3,.338 Lapua Magnum TAC-X
61805e845e5c66cf47b9dce8,5b432b6c5acfc4001a599bf0,Deadly Skull mask
61805e865e5c66cf47b9dce9,5d2f213448f0355009199284,MP5 9x19 20-round magazine
61805e885e5c66cf47b9dcea,56ea7165d2720b6e518b4583,Badger Ordnance Tactical Charging Handle Latch
